movie	production_budget	domestic_gross	worldwide_gross	mpaa_rating	genre
2616	The Inkwell	8000000.0	8864699.0	8864699.0	R	Comedy
2617	Shadow of the Vampire	8000000.0	8279017.0	8279017.0	R	Drama
2618	Me and Earl and the Dying Girl	8000000.0	6758416.0	9266180.0	PG-13	Drama
2619	It's Kind of a Funny Story	8000000.0	6363628.0	6632950.0	PG-13	Comedy
2620	Held Up	8000000.0	4714090.0	4714090.0	PG-13	Comedy
2621	Anomalisa	8000000.0	3759286.0	5538273.0	R	Adventure
2622	Caché	8000000.0	3647381.0	19891331.0	R	Drama
2623	Another Year	8000000.0	3205706.0	20005613.0	PG-13	Drama
2624	Showdown in Little Tokyo	8000000.0	2275557.0	2275557.0	R	Action
2625	Made in Dagenham	8000000.0	1095369.0	15644196.0	R	Drama
2626	Prefontaine	8000000.0	590817.0	590817.0	PG-13	Drama
2627	The Wicked Lady	8000000.0	589308.0	589308.0	R	Drama
2628	Brooklyn Rules	8000000.0	458232.0	458232.0	R	Drama
2629	The Singing Detective	8000000.0	336456.0	524747.0	R	Comedy
2630	Fido	8000000.0	298110.0	456814.0	R	Horror
2631	Restless	8000000.0	163753.0	2772511.0	PG-13	Drama
2632	The Wendell Baker Story	8000000.0	127188.0	127188.0	PG-13	Comedy
2633	Wild Target	8000000.0	109338.0	5314194.0	PG-13	Comedy
2634	Aloft	8000000.0	53086.0	53086.0	R	Drama
2635	Fireflies in the Garden	8000000.0	36884.0	3587191.0	R	Drama
2636	Akira	8000000.0	19585.0	19585.0	R	Action
2637	Don Gato, el inicio de la pandilla	8000000.0	0.0	4598934.0	PG	Adventure
2638	Maurice Richard	8000000.0	0.0	0.0	PG	Drama
2639	Code of Honor	8000000.0	0.0	0.0	R	Action
2640	The Blood of Heroes	7700000.0	882290.0	882290.0	nan	Action
2641	Driving Miss Daisy	7500000.0	106593296.0	106593296.0	PG	Drama
2642	Soul Food	7500000.0	43492389.0	43492389.0	R	Comedy
2643	Rumble in the Bronx	7500000.0	32281907.0	36238752.0	R	Action
2644	Hostel: Part II	7500000.0	17544812.0	33606409.0	R	Horror
2645	An Education	7500000.0	12574914.0	29652736.0	PG-13	Drama
2646	Extract	7500000.0	10823158.0	10849158.0	R	Comedy
2647	Shopgirl	7500000.0	10284523.0	11758418.0	R	Drama
2648	The Hotel New Hampshire	7500000.0	5142858.0	5142858.0	nan	Drama
2649	Men with Brooms	7500000.0	4239767.0	4239767.0	R	Comedy
2650	Witless Protection	7500000.0	4151836.0	4151836.0	PG-13	Comedy
2651	The Work and the Glory	7500000.0	3347647.0	3347647.0	PG	Drama
2652	Albert Nobbs	7500000.0	3014696.0	8539003.0	R	Drama
2653	The Neon Demon	7500000.0	1333124.0	3559803.0	R	Horror
2654	Masked and Anonymous	7500000.0	533344.0	555335.0	PG-13	Drama
2655	Borg vs McEnroe	7500000.0	231346.0	3257078.0	R	Drama
2656	Pound of Flesh	7500000.0	0.0	0.0	R	Action
2657	Persepolis	7300000.0	4443403.0	25397460.0	PG-13	Drama
2658	Die Welle	7250000.0	0.0	35122948.0	nan	Drama
2659	The Omega Code	7200000.0	12610552.0	12678312.0	PG-13	Action
2660	Juno	7000000.0	143495265.0	231450102.0	PG-13	Comedy
2661	The Godfather	7000000.0	134966411.0	268500000.0	R	Drama
2662	Magic Mike	7000000.0	113721571.0	170549753.0	R	Comedy
2663	Flashdance	7000000.0	90463574.0	201463574.0	R	Drama
2664	I Can Only Imagine	7000000.0	83482352.0	85430011.0	PG	Drama
2665	The Piano	7000000.0	40157856.0	40168957.0	R	Drama
2666	Live and Let Die	7000000.0	35400000.0	161800000.0	PG	Action
2667	My Dog Skip	7000000.0	34099640.0	35795319.0	PG	Drama
2668	Darkness Falls	7000000.0	32539681.0	47289758.0	PG-13	Horror
2669	Good Night, and Good Luck	7000000.0	31501218.0	56586901.0	PG	Drama
2670	Capote	7000000.0	28750530.0	49924079.0	R	Drama
2671	The Great Gatsby	7000000.0	26533200.0	26533200.0	nan	Drama
2672	Desperado	7000000.0	25532388.0	25532388.0	R	Action
2673	Kingdom Come	7000000.0	23247539.0	23393939.0	PG	Comedy
2674	The Man with the Golden Gun	7000000.0	21000000.0	97600000.0	PG	Action
2675	Action Jackson	7000000.0	20257000.0	20257000.0	R	Action
2676	Breathless	7000000.0	19910002.0	19910002.0	R	Action
2677	Dope	7000000.0	17506470.0	18190831.0	R	Comedy
2678	The Devil's Rejects	7000000.0	17044981.0	20940428.0	R	Horror
2679	Devil's Due	7000000.0	15821461.0	36146087.0	R	Horror
2680	Flirting with Disaster	7000000.0	14853474.0	16149180.0	R	Comedy
2681	Beyond the Lights	7000000.0	14618727.0	14618727.0	PG-13	Drama
2682	Buffy the Vampire Slayer	7000000.0	14231669.0	14231669.0	PG-13	Horror
2683	In Too Deep	7000000.0	14026509.0	15471229.0	R	Drama
2684	House of 1,000 Corpses	7000000.0	12634962.0	17005466.0	R	Horror
2685	Silver Bullet	7000000.0	10803211.0	10803211.0	R	Horror
2686	House of the Dead	7000000.0	10199354.0	13767816.0	R	Horror
2687	A Serious Man	7000000.0	9228788.0	30360570.0	R	Comedy
2688	A Single Man	7000000.0	9176000.0	28142379.0	R	Drama
2689	Warlock	7000000.0	8824553.0	8824553.0	R	Horror
2690	The Last Temptation of Christ	7000000.0	8373585.0	8373585.0	nan	Drama
2691	Cyrus	7000000.0	7468936.0	10062896.0	R	Comedy
2692	Outside Providence	7000000.0	7309628.0	7824358.0	R	Comedy
2693	Rabbit-Proof Fence	7000000.0	6199600.0	16866928.0	PG	Drama
2694	Who's Your Caddy?	7000000.0	5694308.0	5694308.0	PG-13	Comedy
2695	Split Second	7000000.0	5430822.0	5430822.0	R	Action
2696	The Other Side of Heaven	7000000.0	4720371.0	4720371.0	PG	Drama
2697	Dark Angel	7000000.0	4372561.0	4372561.0	nan	Action
2698	American Anthem	7000000.0	3571624.0	3571624.0	PG-13	Drama
2699	Redbelt	7000000.0	2344847.0	2667084.0	R	Action
2700	A Dog of Flanders	7000000.0	2165637.0	2165637.0	PG	Drama
2701	Auto Focus	7000000.0	2062066.0	2703821.0	R	Drama
2702	The Mighty Macs	7000000.0	1891936.0	1891936.0	G	Drama
2703	Somewhere	7000000.0	1785645.0	17023121.0	R	Drama
2704	We Need to Talk About Kevin	7000000.0	1738692.0	10765283.0	R	Drama
2705	Factory Girl	7000000.0	1661464.0	1661464.0	R	Drama
2706	The Christmas Candle	7000000.0	1632000.0	1933829.0	PG	Adventure
2707	I Hope They Serve Beer in Hell	7000000.0	1429299.0	1429453.0	R	Comedy
2708	Losin' It	7000000.0	1246141.0	1246141.0	R	Comedy
2709	Mother and Child	7000000.0	1110509.0	6537179.0	R	Drama
2710	Les Visiteurs	7000000.0	659000.0	98754000.0	R	Comedy
2711	Freeheld	7000000.0	546201.0	1732228.0	PG-13	Drama
2712	Dom Hemingway	7000000.0	523511.0	1857458.0	R	Comedy
2713	The Extra Man	7000000.0	453377.0	492108.0	R	Comedy
2714	Hesher	7000000.0	382946.0	382946.0	R	Drama
2715	Chairman of the Board	7000000.0	306715.0	306715.0	PG-13	Comedy
2716	Gerry	7000000.0	254683.0	719699.0	R	Drama
2717	The Boondock Saints	7000000.0	30471.0	411874.0	R	Action
2718	The Kings of Appletown	7000000.0	0.0	0.0	PG	Action
2719	House at the End of the Street	6900000.0	31611916.0	44103982.0	PG-13	Horror
2720	Dazed and Confused	6900000.0	7950889.0	7950889.0	R	Comedy
2721	Incendies	6800000.0	6857096.0	16038343.0	R	Drama
2722	The Chumscrubber	6800000.0	49526.0	49526.0	R	Drama
2723	Tropa de Elite	6537890.0	8744.0	14319195.0	R	Action
2724	Annabelle	6500000.0	84273813.0	256862920.0	R	Horror
2725	Boyz n the Hood	6500000.0	56190094.0	56215095.0	R	Drama
2726	La Bamba	6500000.0	54215416.0	54215416.0	PG-13	Drama
2727	The Four Seasons	6500000.0	42488161.0	42488161.0	PG	Comedy
2728	The Adventures of Huck Finn	6500000.0	24103594.0	24103594.0	PG	Adventure
2729	Friends with Money	6500000.0	13368437.0	18110152.0	R	Comedy
2730	Bats	6500000.0	10155691.0	10155691.0	R	Horror
2731	Nowhere in Africa	6500000.0	6173485.0	6173485.0	R	Drama
2732	The East	6500000.0	2274649.0	3027956.0	PG-13	Drama
2733	The Messenger	6500000.0	1109660.0	1744952.0	R	Drama
2734	A Home at the End of the World	6500000.0	1029017.0	1033810.0	R	Drama
2735	The Terminator	6400000.0	38019031.0	78019031.0	R	Action
2736	Good Bye, Lenin!	6400000.0	4063859.0	79384539.0	R	Comedy
2737	Control	6400000.0	871577.0	8902141.0	R	Drama
2738	The Damned United	6400000.0	449865.0	4199874.0	R	Drama
2739	Die Fälscher	6250000.0	5488570.0	20199663.0	R	Drama
2740	Return of the Living Dead Part II	6200000.0	9205924.0	9205924.0	nan	Horror
2741	Mallrats	6100000.0	2108367.0	2108367.0	R	Comedy
2742	Platoon	6000000.0	137963328.0	137978395.0	R	Drama
2743	Ordinary People	6000000.0	52302978.0	52302978.0	R	Drama
2744	Around the World in 80 Days	6000000.0	42000000.0	42000000.0	PG	Adventure
2745	Caddyshack	6000000.0	39846344.0	39846344.0	nan	Comedy
2746	The Brothers	6000000.0	27457409.0	27958191.0	R	Comedy
2747	The Wrestler	6000000.0	26238243.0	46634275.0	R	Drama
2748	Do the Right Thing	6000000.0	26004026.0	26004026.0	R	Comedy
2749	Escape from New York	6000000.0	25244700.0	25244700.0	R	Action
2750	The Wood	6000000.0	25059640.0	25059640.0	R	Comedy
2751	The Usual Suspects	6000000.0	23341568.0	34449356.0	R	Drama
2752	National Lampoon’s Van Wilder	6000000.0	21305259.0	39241323.0	R	Comedy
2753	Best in Show	6000000.0	18621249.0	20695413.0	PG-13	Comedy
2754	The Last King of Scotland	6000000.0	17606684.0	49155371.0	R	Drama
2755	A Mighty Wind	6000000.0	17583468.0	18504539.0	PG-13	Comedy
2756	School Daze	6000000.0	14545844.0	14545844.0	R	Drama
2757	Daddy Day Camp	6000000.0	13235267.0	18209872.0	PG	Comedy
2758	Mystic Pizza	6000000.0	12793213.0	12793213.0	R	Comedy
2759	Mr. Nice Guy	6000000.0	12716953.0	31716953.0	PG-13	Action
2760	Sliding Doors	6000000.0	11911200.0	58809149.0	PG-13	Drama
2761	Tales from the Hood	6000000.0	11784569.0	11784569.0	R	Horror
2762	The Words	6000000.0	11494838.0	16369708.0	PG-13	Drama
2763	Pollock	6000000.0	8596914.0	10557291.0	R	Drama
2764	City Island	6000000.0	6671283.0	8173486.0	PG-13	Comedy
2765	Casa de mi Padre	6000000.0	5909483.0	8446952.0	R	Comedy
2766	The Guard	6000000.0	5359774.0	21197454.0	R	Comedy
2767	College	6000000.0	4694491.0	6176114.0	R	Comedy
2768	La science des rêves	6000000.0	4670644.0	15137932.0	R	Comedy
2769	Miss March	6000000.0	4543320.0	4713059.0	R	Comedy
2770	Wish I Was Here	6000000.0	3591299.0	6591365.0	R	Comedy
2771	Venus	6000000.0	3347411.0	7818479.0	R	Drama
2772	Veronica Mars	6000000.0	3322127.0	3485383.0	PG-13	Drama
2773	Shattered Glass	6000000.0	2207975.0	3456602.0	PG-13	Drama
2774	The Wackness	6000000.0	2077046.0	3330012.0	R	Comedy
2775	Novocaine	6000000.0	2025238.0	2522928.0	R	Comedy
2776	Snow Flower and the Secret Fan	6000000.0	1348205.0	11348205.0	PG-13	Drama
2777	The Business of Strangers	6000000.0	1030920.0	1290920.0	R	Drama
2778	Jûsan-nin no shikaku	6000000.0	802778.0	18727440.0	R	Action
2779	The 5th Quarter	6000000.0	408159.0	408159.0	PG	Drama
2780	The First Great Train Robbery	6000000.0	391942.0	391942.0	nan	Action
2781	Come Early Morning	6000000.0	119452.0	119452.0	R	Drama
2782	The Greatest	6000000.0	115862.0	117796.0	R	Drama
2783	Surfer, Dude	6000000.0	36497.0	36497.0	R	Comedy
2784	Song One	6000000.0	32251.0	437089.0	PG-13	Drama
2785	Videodrome	5952000.0	2120439.0	2120439.0	nan	Horror
2786	Winter in Wartime	5800000.0	542860.0	9662214.0	R	Drama
2787	Tom yum goong	5700000.0	12044087.0	43044087.0	R	Action
2788	The Inbetweeners	5700000.0	35955.0	86051320.0	R	Comedy
2789	Bend it Like Beckham	5600000.0	32543449.0	74566042.0	PG-13	Drama
2790	Crossover	5600000.0	7009668.0	7009668.0	PG-13	Drama
2791	Sunshine State	5600000.0	3064356.0	3281898.0	PG-13	Drama
2792	The Sting	5500000.0	159616327.0	159616327.0	PG	Comedy
2793	Chariots of Fire	5500000.0	61558162.0	61865947.0	PG	Drama
2794	Diary of a Mad Black Woman	5500000.0	50406346.0	50458356.0	PG-13	Drama
2795	Shine	5500000.0	35811509.0	36672493.0	PG-13	Drama
2796	Hell Fest	5500000.0	10751601.0	12527795.0	R	Horror
2797	Mambo Italiano	5500000.0	9282750.0	12399772.0	R	Comedy
2798	Ghost World	5500000.0	6217849.0	8761608.0	R	Comedy
2799	Iris	5500000.0	5580479.0	15155021.0	R	Drama
2800	Les Choristes	5500000.0	3629758.0	83529758.0	PG-13	Drama
2801	Wonderland	5500000.0	1060512.0	1060512.0	R	Drama
2802	Haevnen	5500000.0	1008098.0	15867314.0	R	Drama
2803	Harvard Man	5500000.0	56653.0	56653.0	R	Drama
2804	Salvation Boulevard	5500000.0	28468.0	28468.0	R	Comedy
2805	The Ten	5250000.0	769726.0	786677.0	R	Comedy
2806	The Girl with all the Gifts	5250000.0	0.0	4802379.0	R	Horror
2807	Saint Ralph	5200000.0	795126.0	1695126.0	PG-13	Comedy
2808	Dum Maaro Dum	5200000.0	564489.0	11633427.0	R	Drama
2809	Somewhere in Time	5100000.0	9709597.0	9709597.0	nan	Drama
2810	Get Out	5000000.0	176040665.0	255363701.0	R	Horror
2811	Split	5000000.0	138141585.0	278306227.0	PG-13	Horror
2812	Paranormal Activity 3	5000000.0	104028807.0	202053386.0	R	Horror
2813	Saw II	5000000.0	87025093.0	152925093.0	R	Horror
2814	Insidious Chapter 2	5000000.0	83586447.0	161921515.0	PG-13	Horror
2815	Lights Out	5000000.0	67268835.0	148868835.0	PG-13	Horror
2816	Jackass: The Movie	5000000.0	64282312.0	79282312.0	R	Comedy
2817	Happy Death Day	5000000.0	55683845.0	125013000.0	PG-13	Horror
2818	Paranormal Activity 4	5000000.0	53900335.0	140619520.0	R	Horror
2819	Ouija	5000000.0	50856010.0	103300632.0	PG-13	Horror
2820	No se Aceptan Devoluciones	5000000.0	44467206.0	100486616.0	PG-13	Comedy
2821	The Return of the Pink Panther	5000000.0	41833347.0	41833347.0	nan	Comedy
2822	Monster	5000000.0	34469210.0	64240813.0	R	Drama
2823	20,000 Leagues Under the Sea	5000000.0	28200000.0	28200000.0	G	Adventure
2824	Oculus	5000000.0	27695246.0	44115496.0	R	Horror
2825	Dallas Buyers Club	5000000.0	27298285.0	60611845.0	R	Drama
2826	The Lazarus Effect	5000000.0	25801570.0	35341814.0	PG-13	Horror
2827	Memento	5000000.0	25544867.0	39723096.0	R	Drama
2828	Our Idiot Brother	5000000.0	24814830.0	25861249.0	R	Comedy
2829	Clerks II	5000000.0	24148068.0	27342246.0	R	Comedy
2830	The Players Club	5000000.0	23047939.0	23047939.0	R	Drama
2831	Billy Elliot	5000000.0	21995263.0	109263464.0	PG-13	Drama
2832	The Way Way Back	5000000.0	21502690.0	26853810.0	PG-13	Comedy
2833	God’s Not Dead 2	5000000.0	20773069.0	23562057.0	PG	Drama
2834	The Apostle	5000000.0	20733485.0	21277770.0	PG-13	Drama
2835	The Man From Snowy River	5000000.0	20659423.0	20659423.0	nan	Drama
2836	House Party 2	5000000.0	19438638.0	19438638.0	R	Comedy
2837	Doug's 1st Movie	5000000.0	19421271.0	19421271.0	G	Adventure
2838	Mommie Dearest	5000000.0	19032000.0	25032000.0	nan	Drama
2839	Still Alice	5000000.0	18656400.0	41699612.0	PG-13	Drama
2840	Paul, Apostle of Christ	5000000.0	17547999.0	23389835.0	PG-13	Drama
2841	Addicted	5000000.0	17390770.0	17499242.0	R	Drama
2842	O (Othello)	5000000.0	16017403.0	16017403.0	R	Drama
2843	Eve's Bayou	5000000.0	14843425.0	14843425.0	R	Drama
2844	Nighthawks	5000000.0	14600000.0	19600000.0	nan	Action
2845	It Comes at Night	5000000.0	13985117.0	19720203.0	R	Horror
2846	Y Tu Mamá También	5000000.0	13649881.0	33649881.0	R	Drama
2847	Shaun of the Dead	5000000.0	13542874.0	30332385.0	R	Comedy
2848	Lone Star	5000000.0	12961389.0	12961389.0	R	Drama
2849	April Fool's Day	5000000.0	12947763.0	12947763.0	nan	Horror
2850	Diner	5000000.0	12592907.0	12592907.0	nan	Comedy
2851	Before I Fall	5000000.0	12241072.0	18945682.0	PG-13	Drama
2852	Lone Wolf McQuade	5000000.0	12232628.0	12232628.0	nan	Action
2853	Sunshine Cleaning	5000000.0	12062558.0	17329337.0	R	Comedy
2854	Fifty Shades of Black	5000000.0	11686940.0	22113075.0	R	Comedy
2855	The Beastmaster	5000000.0	10751126.0	10751126.0	nan	Action
2856	Not Easily Broken	5000000.0	10572742.0	10732909.0	PG-13	Drama
2857	Moms’ Night Out	5000000.0	10429707.0	10537341.0	PG	Adventure
2858	The Belko Experiment	5000000.0	10166820.0	10803839.0	R	Horror
2859	Digimon: The Movie	5000000.0	9628751.0	16628751.0	PG	Adventure
2860	Saved!	5000000.0	8886160.0	10206551.0	PG-13	Comedy
2861	Les invasions barbares	5000000.0	8460000.0	25913869.0	R	Drama
2862	Force 10 from Navarone	5000000.0	7100000.0	7100000.0	nan	Action
2863	The Forsaken	5000000.0	6755271.0	6755271.0	R	Horror
2864	UHF	5000000.0	6157157.0	6157157.0	nan	Comedy
2865	Grandma’s Boy	5000000.0	6090172.0	6590172.0	R	Comedy
2866	Slums of Beverly Hills	5000000.0	5502773.0	5502773.0	R	Comedy
2867	Made	5000000.0	5308707.0	5476060.0	R	Comedy
2868	90 Minutes in Heaven	5000000.0	4816142.0	4816142.0	PG-13	Drama
2869	Keeping Up with the Steins	5000000.0	4339241.0	4414753.0	PG-13	Comedy
2870	The Sweet Hereafter	5000000.0	4306697.0	7951247.0	R	Drama
2871	Bottle Shock	5000000.0	4078607.0	4815890.0	PG-13	Drama
2872	Des Hommes et Des Dieux	5000000.0	3954651.0	46263525.0	PG-13	Drama
2873	Jekyll and Hyde... Together Again	5000000.0	3707583.0	3707583.0	nan	Comedy
2874	Table 19	5000000.0	3614896.0	4620399.0	PG-13	Comedy
2875	Green Room	5000000.0	3220371.0	3807503.0	R	Horror
2876	Heavenly Creatures	5000000.0	3046086.0	5438120.0	R	Drama
2877	Everything Must Go	5000000.0	2712131.0	2821010.0	PG	Drama
2878	Rabbit Hole	5000000.0	2229058.0	6205034.0	PG-13	Drama
2879	Paterson	5000000.0	2141423.0	10761547.0	R	Comedy
2880	Zero Effect	5000000.0	2080693.0	2080693.0	R	Comedy
2881	Atlas Shrugged: Who Is John Galt?	5000000.0	851690.0	851690.0	PG-13	Drama
2882	Party Monster	5000000.0	742898.0	894030.0	R	Comedy
2883	Bottle Rocket	5000000.0	407488.0	407488.0	R	Action
2884	Ain't Them Bodies Saints	5000000.0	391611.0	1075009.0	R	Drama
2885	Albino Alligator	5000000.0	353480.0	353480.0	R	Drama
2886	Jimi: All is By My Side	5000000.0	340911.0	927074.0	R	Drama
2887	Lovely, Still	5000000.0	127564.0	282687.0	PG	Drama
2888	Redacted	5000000.0	65388.0	861325.0	R	Drama
2889	Rudderless	5000000.0	56001.0	567219.0	R	Drama
2890	Grace	5000000.0	8297.0	8297.0	R	Horror
2891	Yoga Hosers	5000000.0	0.0	2199.0	PG-13	Adventure
2892	Reach Me	5000000.0	0.0	0.0	R	Drama
2893	Henry & Me	5000000.0	0.0	0.0	PG	Adventure
2894	Mommy	4900000.0	3498695.0	17536004.0	R	Drama
2895	Sling Blade	4833610.0	24475416.0	34175000.0	R	Drama
2896	Hostel	4800000.0	47326473.0	82241110.0	R	Horror
2897	Take Shelter	4750000.0	1728953.0	4972016.0	R	Drama
2898	The Texas Chainsaw Massacre 2	4700000.0	8025872.0	8025872.0	nan	Horror
2899	Lady in White	4700000.0	1705139.0	1705139.0	nan	Horror
2900	Dear Frankie	4600000.0	1340891.0	3099369.0	PG-13	Drama
2901	The Assassination of Richard Nixon	4600000.0	708776.0	4880143.0	R	Drama
2902	Le nom des gens	4600000.0	514237.0	9261711.0	R	Comedy
2903	Police Academy	4500000.0	81198894.0	81198894.0	R	Comedy
2904	The Blue Lagoon	4500000.0	47923795.0	47923795.0	R	Drama
2905	Fast Times at Ridgemont High	4500000.0	27092880.0	27092880.0	nan	Comedy
2906	Secrets & Lies	4500000.0	13417292.0	13417292.0	R	Drama
2907	25th Hour	4500000.0	13084595.0	25344490.0	R	Drama
2908	After Hours	4500000.0	10609321.0	10609321.0	nan	Comedy
2909	Låt den rätte komma in	4500000.0	2122085.0	12247682.0	R	Horror
2910	Tango	4500000.0	1687311.0	5428387.0	PG-13	Drama
2911	Salvador	4500000.0	1500000.0	1500000.0	nan	Drama
2912	Donnie Darko	4500000.0	1480006.0	7510877.0	R	Drama
2913	Salvando al Soldado Perez	4500000.0	1400726.0	9330465.0	PG-13	Action
2914	Karakter	4500000.0	713413.0	713413.0	R	Drama
2915	Blackthorn	4500000.0	200558.0	1217307.0	R	Adventure
2916	Maggie	4500000.0	187112.0	664346.0	PG-13	Drama
2917	Lilja 4-ever	4500000.0	181655.0	4556982.0	R	Drama
2918	After.Life	4500000.0	108596.0	2481925.0	R	Horror
2919	The Sweeney	4500000.0	26345.0	8000366.0	R	Action
2920	Falcon Rising	4500000.0	11774.0	11774.0	R	Adventure
2921	Daisy Winters	4500000.0	0.0	0.0	PG-13	Drama
2922	One Flew Over the Cuckoo's Nest	4400000.0	108981275.0	108997629.0	R	Drama
2923	Silent Movie	4400000.0	36145695.0	36145695.0	nan	Comedy
2924	Whale Rider	4300000.0	20779666.0	39374600.0	PG-13	Drama
2925	Sexy Beast	4300000.0	6946056.0	10158355.0	R	Drama
2926	Night of the Living Dead	4200000.0	5835247.0	5835247.0	R	Horror
2927	Animal Kingdom	4200000.0	1044039.0	8078683.0	R	Drama
2928	Cargo	4200000.0	0.0	313230.0	R	Drama
2929	Love and Death on Long Island	4030000.0	2542264.0	2542264.0	PG-13	Drama
2930	Porky's	4000000.0	109492484.0	109492484.0	R	Comedy
2931	Peter Pan	4000000.0	87400000.0	87400000.0	PG	Adventure
2932	The Crying Game	4000000.0	62546695.0	62546695.0	R	Drama
2933	Lost in Translation	4000000.0	44585453.0	117085297.0	R	Drama
2934	Annie Hall	4000000.0	38251425.0	38251425.0	nan	Comedy
2935	Leaving Las Vegas	4000000.0	31983777.0	49800000.0	R	Drama
2936	Monster's Ball	4000000.0	31273922.0	43766463.0	R	Drama
2937	Boyhood	4000000.0	25379975.0	57273049.0	R	Drama
2938	The Kids Are All Right	4000000.0	20811365.0	36275469.0	R	Comedy
2939	Life of Brian	4000000.0	20008693.0	20008693.0	R	Comedy
2940	A Haunted House 2	4000000.0	17329487.0	21206861.0	R	Comedy
2941	The Last Exorcism Part II	4000000.0	15179303.0	25448707.0	PG-13	Horror
2942	The Front Page	4000000.0	15000000.0	15000000.0	nan	Comedy
2943	The Return of the Living Dead	4000000.0	14237880.0	14237880.0	R	Horror
2944	Saving Grace	4000000.0	12178602.0	27786849.0	R	Comedy
2945	The Great Escape	4000000.0	11744471.0	11744471.0	nan	Drama
2946	The Darkness	4000000.0	10753574.0	10898293.0	PG-13	Horror
2947	The Wash	4000000.0	10097096.0	10097096.0	R	Comedy
2948	3 Strikes	4000000.0	9821335.0	9821335.0	R	Comedy
2949	The Visitor	4000000.0	9427026.0	19174817.0	PG-13	Comedy
2950	The Cooler	4000000.0	8291572.0	11131455.0	R	Drama
2951	The Night Listener	4000000.0	7836393.0	10770993.0	R	Drama
2952	The Jerky Boys	4000000.0	7555256.0	7555256.0	R	Comedy
2953	El orfanato	4000000.0	7159147.0	79250193.0	R	Horror
2954	Bug	4000000.0	7006708.0	8302995.0	R	Drama
2955	Let's Go to Prison	4000000.0	4630045.0	4630045.0	R	Comedy
2956	Four Rooms	4000000.0	4301000.0	4301000.0	R	Comedy
2957	Secretary	4000000.0	4046737.0	9413956.0	R	Drama
2958	Talk Radio	4000000.0	3468572.0	3468572.0	nan	Drama
2959	Waiting for Guffman	4000000.0	2922988.0	2922988.0	R	Comedy
2960	Love Stinks	4000000.0	2793776.0	2793776.0	R	Comedy
2961	Thumbsucker	4000000.0	1328679.0	1919197.0	R	Comedy
2962	Red State	4000000.0	1065429.0	1983596.0	R	Horror
2963	MirrorMask	4000000.0	864959.0	973613.0	PG	Drama
2964	Poolhall Junkies	4000000.0	563711.0	563711.0	R	Drama
2965	The Face of Love	4000000.0	385069.0	1158877.0	PG-13	Drama
2966	Joe	4000000.0	373375.0	373375.0	R	Drama
2967	Prison	4000000.0	354704.0	354704.0	nan	Horror
2968	Adoration	4000000.0	294244.0	384244.0	R	Drama
2969	The Big Tease	4000000.0	185577.0	185577.0	R	Comedy
2970	Desert Dancer	4000000.0	155271.0	338109.0	PG-13	Drama
2971	Guten Tag, Ramon	4000000.0	154356.0	4854356.0	PG-13	Drama
2972	Manglehorn	4000000.0	132270.0	797439.0	PG-13	Drama
2973	Tau ming chong	4000000.0	129078.0	38899792.0	R	Action
2974	Tau ming chong	4000000.0	129078.0	38899792.0	R	Action
2975	Trust	4000000.0	120016.0	120016.0	R	Drama
2976	An Everlasting Piece	4000000.0	75078.0	75078.0	R	Comedy
2977	Stake Land	4000000.0	33245.0	679482.0	R	Horror
2978	Sonny	4000000.0	17639.0	17639.0	R	Drama
2979	Another Happy Day	4000000.0	9120.0	978527.0	R	Drama
2980	The Loved Ones	4000000.0	0.0	12302.0	R	Horror
2981	The Perfect Wave	4000000.0	0.0	0.0	PG	Drama
2982	Gone with the Wind	3900000.0	198680470.0	390525192.0	G	Drama
2983	Network	3800000.0	23689877.0	23689877.0	nan	Drama
2984	Down for Life	3800000.0	41914.0	41914.0	R	Drama
2985	The Good Heart	3800000.0	20930.0	340930.0	R	Drama
2986	Hevi reissu	3800000.0	9079.0	9079.0	nan	Comedy
2987	Casa de Areia	3750000.0	539285.0	1178175.0	R	Drama
2988	Defendor	3750000.0	44462.0	44462.0	R	Drama
2989	The History Boys	3700000.0	2730296.0	13447998.0	R	Comedy
2990	Airplane!	3500000.0	83453539.0	83453539.0	PG	Comedy
2991	The Full Monty	3500000.0	45950122.0	261249383.0	R	Comedy
2992	Menace II Society	3500000.0	27731527.0	27731527.0	R	Action
2993	Friday	3500000.0	27467564.0	27936778.0	R	Comedy
2994	The Witch	3500000.0	25138705.0	40454520.0	R	Horror
2995	Empire	3500000.0	17504595.0	18495444.0	R	Drama
2996	Forever My Girl	3500000.0	16376066.0	16376066.0	PG	Drama
2997	Creepshow 2	3500000.0	14000000.0	14000000.0	R	Horror
2998	In Cold Blood	3500000.0	13000000.0	13007551.0	R	Drama
2999	I Got the Hook-Up!	3500000.0	10317779.0	10317779.0	R	Comedy
3000	Gods and Monsters	3500000.0	6451628.0	6451628.0	R	Drama
3001	Evil Dead II	3500000.0	5923044.0	5923044.0	nan	Horror
3002	Pootie Tang	3500000.0	3293258.0	3293258.0	PG-13	Comedy
3003	Believe	3500000.0	890303.0	890303.0	PG	Drama
3004	La otra conquista	3500000.0	886410.0	886410.0	R	Drama
3005	American Honey	3500000.0	663247.0	2611750.0	R	Drama
3006	Trolljegeren	3500000.0	253444.0	5706638.0	PG	Horror
3007	Ira and Abby	3500000.0	221096.0	221096.0	R	Comedy
3008	The Masked Saint	3500000.0	182695.0	182695.0	PG-13	Action
