site,Q1_age,Q2_sex,Q3_grade,Q4_hispanic,Q5_race,Q6_height_m,Q7_weight_kg,Q25_bullied_school,Q26_sad_hopeless,Q27_suicide_consider,Q28_suicide_plan,Q29_suicide_attempt,Q30_suicide_injury,Q64_sexual_identity,Q65_transgender,Q80_social_media_hours,Q81_video_game_hours,BMI
XX,4.0,1.0,2.0,2.0,C,1.68,70.76,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,3.0,25.07086167800454
XX,4.0,2.0,2.0,2.0,E,1.83,64.41,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,,,19.233181044522077
XX,4.0,1.0,2.0,2.0,E,,,2.0,,,,1.0,,3.0,1.0,,2.0,
XX,5.0,1.0,2.0,2.0,C E,1.6,68.04,2.0,1.0,2.0,1.0,1.0,,3.0,1.0,,1.0,26.578124999999996
XX,4.0,1.0,2.0,2.0,C,1.63,58.97,1.0,1.0,,,1.0,,1.0,1.0,,2.0,22.19503933155181
XX,4.0,1.0,2.0,2.0,E,1.65,53.07,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,1.0,19.493112947658403
XX,5.0,1.0,2.0,1.0,A,1.65,77.11,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,2.0,28.323232323232325
XX,6.0,1.0,2.0,1.0,B  E,1.68,77.11,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,,2.0,27.32071995464853
XX,5.0,2.0,2.0,1.0,D,1.6,55.79,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,21.792968749999996
XX,5.0,2.0,2.0,2.0,E,1.78,62.14,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,19.61242267390481
XX,4.0,1.0,2.0,2.0,A,,,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,
XX,5.0,2.0,2.0,1.0,C,1.7,88.45,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,2.0,30.605536332179934
XX,3.0,1.0,2.0,1.0,D,1.68,66.68,2.0,1.0,2.0,2.0,1.0,,6.0,1.0,,2.0,23.625283446712025
XX,4.0,2.0,2.0,2.0,E,,,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,
XX,4.0,2.0,2.0,2.0,B,1.7,54.43,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,3.0,18.833910034602077
XX,4.0,2.0,2.0,2.0,E,,,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,
XX,4.0,2.0,2.0,1.0,C,,,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,
XX,4.0,1.0,2.0,1.0,E,1.68,99.79,2.0,1.0,2.0,2.0,1.0,,5.0,1.0,,2.0,35.356434240362816
XX,5.0,2.0,2.0,2.0,A   E,1.73,67.13,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,22.429750409302013
XX,5.0,1.0,2.0,2.0,E,1.57,65.77,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,26.682624041543264
XX,5.0,1.0,2.0,1.0,,1.6,63.5,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,2.0,24.804687499999996
XX,5.0,1.0,2.0,2.0,E,1.63,44.0,2.0,1.0,2.0,2.0,1.0,,3.0,1.0,,2.0,16.560653393052053
XX,5.0,1.0,3.0,2.0,C,1.68,63.5,2.0,1.0,1.0,1.0,3.0,,1.0,1.0,,2.0,22.498582766439913
XX,4.0,2.0,2.0,2.0,C,1.73,104.33,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,34.85916669451034
XX,4.0,2.0,2.0,2.0,C,1.55,88.91,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,37.00728407908428
XX,5.0,1.0,3.0,2.0,E,1.47,49.9,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,23.09223008931464
XX,6.0,1.0,3.0,2.0,E,1.68,70.31,2.0,2.0,1.0,1.0,1.0,,3.0,1.0,,2.0,24.911422902494337
XX,5.0,2.0,3.0,2.0,E,1.83,64.86,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,,2.0,19.36755352503807
XX,5.0,2.0,3.0,2.0,E,1.73,65.77,1.0,1.0,2.0,2.0,1.0,,6.0,1.0,,2.0,21.975341641885795
XX,5.0,1.0,3.0,2.0,E,1.68,46.72,2.0,1.0,1.0,1.0,2.0,,5.0,2.0,,2.0,16.553287981859413
XX,5.0,1.0,3.0,2.0,C E,1.57,63.5,2.0,1.0,2.0,2.0,1.0,,3.0,1.0,,3.0,25.76169418637673
XX,5.0,2.0,3.0,2.0,E,1.7,65.77,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,22.757785467128027
XX,5.0,2.0,3.0,2.0,E,1.73,62.14,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,,2.0,20.76247118179692
XX,5.0,2.0,3.0,2.0,E,1.78,74.84,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,23.620754955182427
XX,6.0,1.0,3.0,2.0,E,1.73,56.7,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,3.0,18.944836112132045
XX,6.0,2.0,3.0,2.0,E,1.9,80.74,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,22.365650969529085
XX,5.0,2.0,3.0,2.0,B,1.78,47.63,2.0,1.0,1.0,1.0,1.0,,5.0,1.0,,2.0,15.032824138366369
XX,5.0,1.0,3.0,2.0,E,1.68,56.7,2.0,2.0,2.0,2.0,1.0,,5.0,1.0,,2.0,20.08928571428572
XX,6.0,2.0,3.0,2.0,C,1.75,68.95,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,22.514285714285716
XX,5.0,1.0,3.0,2.0,E,1.63,57.61,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,21.683164590312018
XX,6.0,1.0,3.0,2.0,E,1.63,56.25,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,,2.0,21.171289849072227
XX,5.0,1.0,3.0,2.0,B  E,1.63,57.61,2.0,2.0,2.0,2.0,1.0,,5.0,1.0,,2.0,21.683164590312018
XX,5.0,1.0,3.0,2.0,B,1.57,53.52,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,2.0,21.712848391415474
XX,6.0,1.0,3.0,2.0,E,1.5,45.36,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,,2.0,20.16
XX,6.0,1.0,3.0,2.0,E,1.75,61.24,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,19.996734693877553
XX,6.0,1.0,3.0,1.0,E,1.63,65.77,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,,2.0,24.754413037750762
XX,5.0,2.0,3.0,2.0,B D,1.8,95.26,2.0,2.0,2.0,,1.0,,1.0,1.0,,2.0,29.401234567901234
XX,5.0,2.0,3.0,2.0,C,1.78,72.58,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,22.907461179144047
XX,5.0,1.0,3.0,2.0,E,1.63,68.04,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,1.0,25.60879220143777
XX,5.0,1.0,3.0,2.0,E,1.63,45.36,2.0,2.0,2.0,2.0,1.0,,4.0,1.0,,2.0,17.072528134291844
XX,5.0,2.0,3.0,2.0,E,1.65,61.24,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,22.494031221303953
XX,5.0,2.0,3.0,2.0,E,1.78,52.16,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,16.462567857593736
XX,5.0,2.0,2.0,2.0,E,1.83,68.04,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,20.317119054017738
XX,4.0,2.0,2.0,2.0,E,1.75,60.33,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,19.699591836734694
XX,4.0,1.0,2.0,2.0,B,1.6,48.08,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,18.781249999999996
XX,4.0,2.0,2.0,2.0,E,1.8,68.04,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,,21.0
XX,4.0,1.0,2.0,2.0,E,1.65,60.78,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,22.32506887052342
XX,4.0,2.0,2.0,2.0,E,1.85,71.22,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,20.80934989043097
XX,4.0,1.0,2.0,2.0,E,1.6,43.55,2.0,1.0,2.0,2.0,1.0,,4.0,2.0,,2.0,17.011718749999996
XX,4.0,2.0,2.0,2.0,D,1.8,81.65,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,25.200617283950617
XX,4.0,2.0,2.0,2.0,E,1.83,87.09,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,26.00555406252799
XX,5.0,1.0,2.0,2.0,E,1.65,56.7,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,,2.0,20.82644628099174
XX,5.0,1.0,2.0,2.0,E,1.73,63.5,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,21.216879949213137
XX,5.0,1.0,2.0,2.0,E,1.63,54.43,1.0,1.0,,,2.0,,2.0,3.0,,2.0,20.4862810041778
XX,5.0,2.0,2.0,2.0,E,1.68,56.7,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,20.08928571428572
XX,4.0,1.0,2.0,2.0,E,1.6,44.45,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,17.363281249999996
XX,4.0,2.0,2.0,2.0,C,1.68,63.5,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,22.498582766439913
XX,4.0,1.0,2.0,2.0,C,1.55,73.48,2.0,1.0,1.0,1.0,4.0,,1.0,1.0,,2.0,30.584807492195626
XX,5.0,,2.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,,4.0,3.0,,2.0,
XX,5.0,2.0,2.0,2.0,E,1.85,68.95,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,3.0,20.14609203798393
XX,4.0,2.0,2.0,2.0,E,1.78,62.6,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,19.757606362832977
XX,4.0,1.0,2.0,2.0,E,1.63,54.89,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,20.659415107832437
XX,4.0,2.0,2.0,2.0,B,1.88,136.08,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,,1.0,38.50158442734269
XX,4.0,1.0,2.0,1.0,E,1.55,46.72,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,,2.0,19.44640998959417
XX,5.0,2.0,2.0,2.0,E,1.83,74.84,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,22.347636537370477
XX,4.0,2.0,2.0,2.0,E,1.78,66.68,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,3.0,21.045322560282795
XX,4.0,1.0,2.0,2.0,E,1.52,43.09,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,,2.0,18.650450138504155
XX,5.0,2.0,3.0,2.0,E,1.78,68.95,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,21.761772503471786
XX,4.0,2.0,2.0,2.0,B,1.8,58.06,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,3.0,17.919753086419753
XX,4.0,1.0,2.0,2.0,B,1.68,52.16,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,18.480725623582767
XX,4.0,2.0,2.0,2.0,E,,,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,
XX,4.0,1.0,2.0,2.0,E,1.7,56.7,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,,3.0,19.61937716262976
XX,5.0,1.0,3.0,2.0,E,1.75,61.24,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,,2.0,19.996734693877553
XX,5.0,1.0,2.0,2.0,E,1.7,65.77,2.0,1.0,1.0,1.0,1.0,,3.0,1.0,,2.0,22.757785467128027
XX,4.0,1.0,2.0,1.0,E,1.63,49.9,2.0,2.0,1.0,2.0,1.0,,3.0,1.0,,2.0,18.781286461665854
XX,6.0,1.0,3.0,2.0,E,1.75,61.24,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,19.996734693877553
XX,5.0,2.0,3.0,2.0,E,1.88,77.57,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,21.947148030783158
XX,5.0,2.0,3.0,1.0,,1.73,82.56,2.0,2.0,2.0,2.0,1.0,,6.0,1.0,,2.0,27.585285174913963
XX,5.0,1.0,3.0,2.0,E,1.7,56.7,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,1.0,19.61937716262976
XX,5.0,1.0,2.0,2.0,E,1.57,46.27,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,18.771552598482696
XX,4.0,2.0,2.0,2.0,B,1.73,58.97,2.0,1.0,1.0,1.0,1.0,,5.0,3.0,,2.0,19.703297804804702
XX,5.0,1.0,2.0,1.0,E,,,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,2.0,
XX,5.0,1.0,3.0,2.0,E,1.7,61.24,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,21.190311418685123
XX,7.0,1.0,4.0,2.0,E,1.63,52.16,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,19.631901840490798
XX,5.0,1.0,2.0,2.0,E,1.63,58.97,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,2.0,22.19503933155181
XX,4.0,2.0,2.0,2.0,C,1.75,61.24,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,19.996734693877553
XX,5.0,1.0,2.0,2.0,B  E,1.65,52.16,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,19.158861340679522
XX,5.0,2.0,3.0,2.0,E,1.83,63.5,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,18.961450028367523
XX,6.0,2.0,4.0,2.0,E,1.8,70.31,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,21.700617283950617
XX,6.0,2.0,4.0,2.0,E,1.78,72.58,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,22.907461179144047
XX,6.0,2.0,4.0,2.0,E,1.83,73.48,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,2.0,21.94153304069993
XX,1.0,1.0,1.0,1.0,A,,,1.0,1.0,1.0,1.0,5.0,,2.0,2.0,,1.0,
XX,6.0,1.0,4.0,2.0,E,1.63,63.5,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,2.0,23.90003387406376
XX,6.0,2.0,4.0,2.0,B,1.78,61.24,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,19.328367630349703
XX,7.0,2.0,4.0,2.0,E,1.78,72.58,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,1.0,22.907461179144047
XX,5.0,2.0,3.0,2.0,E,1.68,58.06,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,20.57114512471656
XX,6.0,2.0,4.0,2.0,E,1.73,74.84,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,25.005847171639548
XX,6.0,2.0,4.0,2.0,E,1.9,72.58,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,20.105263157894736
XX,7.0,2.0,4.0,2.0,E,1.73,65.77,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,1.0,21.975341641885795
XX,6.0,2.0,4.0,2.0,E,1.85,65.77,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,2.0,19.21694667640613
XX,6.0,2.0,4.0,2.0,,1.75,107.96,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,3.0,35.25224489795918
XX,6.0,2.0,4.0,2.0,E,1.75,65.77,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,21.47591836734694
XX,6.0,1.0,4.0,2.0,E,1.6,53.07,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,20.730468749999996
XX,6.0,2.0,4.0,2.0,E,1.75,68.04,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,22.21714285714286
XX,5.0,1.0,3.0,2.0,E,1.68,104.33,2.0,1.0,2.0,2.0,1.0,,3.0,2.0,,1.0,36.96499433106577
XX,6.0,2.0,4.0,2.0,E,1.73,62.6,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,20.91616826489358
XX,6.0,1.0,4.0,2.0,E,1.68,63.5,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,22.498582766439913
XX,5.0,1.0,3.0,2.0,E,1.68,53.52,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,18.96258503401361
XX,5.0,2.0,3.0,1.0,E,1.47,72.58,2.0,1.0,1.0,2.0,1.0,,5.0,1.0,,,33.58785691147207
XX,6.0,2.0,3.0,2.0,E,1.7,65.77,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,,2.0,22.757785467128027
XX,5.0,2.0,2.0,2.0,E,,,1.0,1.0,1.0,2.0,1.0,,2.0,3.0,,2.0,
XX,5.0,1.0,4.0,2.0,E,1.6,77.11,2.0,1.0,1.0,1.0,2.0,,4.0,1.0,,1.0,30.121093749999993
XX,4.0,2.0,2.0,2.0,E,1.83,58.97,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,17.608767057839884
XX,4.0,2.0,2.0,2.0,E,1.75,61.24,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,,2.0,19.996734693877553
XX,6.0,1.0,4.0,2.0,E,1.63,61.69,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,23.21878881403139
XX,5.0,1.0,2.0,2.0,E,1.63,65.77,2.0,1.0,1.0,1.0,1.0,,3.0,1.0,,2.0,24.754413037750762
XX,6.0,2.0,4.0,2.0,E,1.73,101.15,2.0,1.0,2.0,2.0,1.0,,2.0,4.0,,2.0,33.796652076581246
XX,4.0,2.0,2.0,2.0,E,1.78,61.24,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,19.328367630349703
XX,6.0,2.0,3.0,2.0,E,1.85,68.04,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,,2.0,19.880204528853177
XX,5.0,2.0,3.0,2.0,E,1.73,58.97,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,19.703297804804702
XX,5.0,2.0,3.0,2.0,E,1.83,65.77,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,,2.0,19.639284541192627
XX,3.0,2.0,1.0,2.0,E,1.85,73.03,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,3.0,21.338203067932795
XX,4.0,1.0,2.0,2.0,CD,1.52,54.43,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,23.558691135734072
XX,4.0,2.0,2.0,2.0,E,,,2.0,2.0,2.0,2.0,1.0,,6.0,3.0,,2.0,
XX,7.0,1.0,5.0,1.0,ABCDE,,,2.0,1.0,1.0,1.0,5.0,,5.0,2.0,,1.0,
XX,5.0,2.0,3.0,2.0,E,,,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,
XX,5.0,2.0,3.0,2.0,B  E,1.65,56.7,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,20.82644628099174
XX,4.0,1.0,2.0,1.0,D,1.7,54.43,2.0,1.0,1.0,1.0,1.0,,4.0,2.0,,2.0,18.833910034602077
XX,6.0,1.0,3.0,1.0,E,1.65,89.81,2.0,1.0,2.0,2.0,1.0,,3.0,1.0,,1.0,32.9880624426079
XX,5.0,1.0,3.0,2.0,E,1.57,52.16,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,21.161101870258427
XX,5.0,1.0,3.0,1.0,E,1.65,54.43,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,3.0,19.99265381083563
XX,4.0,1.0,1.0,2.0,E,1.7,54.43,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,2.0,18.833910034602077
XX,4.0,1.0,2.0,2.0,E,1.63,69.4,2.0,,,,,,1.0,1.0,,2.0,26.12066694267756
XX,4.0,1.0,2.0,2.0,B  E,1.68,50.8,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,2.0,17.998866213151928
XX,4.0,2.0,2.0,2.0,E,1.52,36.74,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,,2.0,15.902008310249307
XX,6.0,1.0,4.0,2.0,E,1.6,68.04,,1.0,1.0,2.0,1.0,,1.0,1.0,,,26.578124999999996
XX,6.0,2.0,3.0,2.0,E,1.65,56.7,2.0,2.0,2.0,2.0,1.0,,5.0,1.0,,2.0,20.82644628099174
XX,5.0,1.0,3.0,2.0,E,1.73,52.16,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,,2.0,17.427912726786726
XX,3.0,1.0,1.0,1.0,,1.5,45.36,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,3.0,20.16
XX,5.0,2.0,2.0,2.0,E,1.75,56.7,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,18.514285714285716
XX,5.0,2.0,3.0,2.0,B,1.7,66.68,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,23.072664359861598
XX,3.0,2.0,1.0,2.0,E,1.6,45.36,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,17.718749999999996
XX,3.0,1.0,1.0,2.0,C E,,,1.0,1.0,,,,,1.0,1.0,,2.0,
XX,6.0,2.0,3.0,2.0,E,,,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,
XX,6.0,2.0,4.0,2.0,B,1.6,63.5,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,,1.0,24.804687499999996
XX,5.0,1.0,3.0,1.0,,1.52,58.97,2.0,1.0,2.0,1.0,1.0,,4.0,1.0,,2.0,25.523718836565095
XX,5.0,1.0,3.0,2.0,E,1.57,43.09,2.0,2.0,1.0,2.0,1.0,,2.0,1.0,,3.0,17.481439409306667
XX,5.0,2.0,3.0,2.0,C,1.93,72.58,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,19.48508684796907
XX,5.0,1.0,3.0,2.0,E,1.63,52.16,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,,3.0,19.631901840490798
XX,6.0,1.0,4.0,2.0,E,1.68,58.97,2.0,1.0,1.0,2.0,1.0,,3.0,1.0,,2.0,20.89356575963719
XX,5.0,2.0,3.0,2.0,C,1.9,79.38,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,21.98891966759003
XX,6.0,1.0,3.0,2.0,E,1.63,52.16,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,,2.0,19.631901840490798
XX,6.0,1.0,3.0,2.0,E,1.6,52.16,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,20.374999999999996
XX,5.0,2.0,3.0,2.0,E,1.83,86.18,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,25.733823046373434
XX,6.0,1.0,4.0,2.0,B,1.6,54.43,2.0,1.0,1.0,2.0,1.0,,5.0,2.0,,2.0,21.261718749999996
XX,5.0,1.0,3.0,2.0,B,1.65,54.43,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,,2.0,19.99265381083563
XX,5.0,2.0,3.0,2.0,B,1.83,108.86,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,,2.0,32.506196064379346
XX,6.0,2.0,3.0,2.0,B,1.78,69.4,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,,3.0,21.90380002524934
XX,5.0,1.0,3.0,2.0,B,1.73,72.58,1.0,1.0,1.0,1.0,2.0,,3.0,1.0,,3.0,24.25072671990377
XX,5.0,1.0,3.0,2.0,B,1.73,61.69,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,,2.0,20.61211533963714
XX,6.0,1.0,3.0,2.0,C,1.57,47.63,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,19.323299119639742
XX,6.0,2.0,3.0,2.0,BC E,1.83,81.65,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,,2.0,24.3811400758458
XX,5.0,1.0,3.0,2.0,E,1.65,76.2,1.0,1.0,1.0,2.0,2.0,,5.0,1.0,,2.0,27.988980716253447
XX,5.0,2.0,3.0,2.0,E,1.8,65.77,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,20.29938271604938
XX,5.0,1.0,3.0,2.0,E,1.55,48.08,2.0,1.0,2.0,2.0,1.0,,3.0,1.0,,2.0,20.012486992715917
XX,6.0,1.0,4.0,2.0,E,1.7,52.16,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,,3.0,18.048442906574394
XX,5.0,2.0,3.0,2.0,BC,1.83,75.75,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,22.619367553525034
XX,5.0,2.0,3.0,2.0,,1.8,66.68,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,2.0,20.580246913580247
XX,5.0,1.0,3.0,1.0,C,,,2.0,1.0,1.0,1.0,3.0,,3.0,1.0,,1.0,
XX,6.0,1.0,3.0,2.0,E,1.6,44.45,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,,2.0,17.363281249999996
XX,6.0,2.0,3.0,2.0,B,1.68,62.6,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,1.0,22.179705215419506
XX,5.0,2.0,3.0,1.0,E,1.83,74.84,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,,3.0,22.347636537370477
XX,5.0,1.0,3.0,2.0,E,1.63,53.52,2.0,2.0,1.0,2.0,1.0,,3.0,1.0,,2.0,20.14377658173059
XX,5.0,1.0,3.0,2.0,E,1.78,63.5,2.0,2.0,2.0,2.0,1.0,,2.0,1.0,,2.0,20.04166140638808
XX,5.0,2.0,3.0,2.0,B  E,1.7,83.92,2.0,2.0,2.0,2.0,1.0,,3.0,3.0,,2.0,29.038062283737027
XX,5.0,2.0,3.0,2.0,B,1.73,50.8,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,16.973503959370507
XX,5.0,2.0,3.0,2.0,B,1.68,53.07,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,18.803146258503403
XX,6.0,2.0,4.0,2.0,C,1.85,130.18,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,3.0,38.03652300949598
XX,6.0,2.0,4.0,2.0,C,1.83,64.86,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,19.36755352503807
XX,6.0,2.0,4.0,2.0,E,1.83,84.82,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,25.32771954970288
XX,6.0,2.0,4.0,2.0,E,1.83,77.11,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,23.025471050195584
XX,6.0,2.0,4.0,2.0,E,1.73,70.31,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,23.492265027231113
XX,7.0,2.0,4.0,2.0,C,1.78,97.52,1.0,1.0,1.0,1.0,5.0,,1.0,1.0,,1.0,30.77894205277111
XX,7.0,2.0,4.0,2.0,C E,1.83,62.6,2.0,2.0,2.0,1.0,1.0,,4.0,3.0,,2.0,18.69270506733554
XX,6.0,1.0,4.0,2.0,C,1.63,49.9,2.0,1.0,2.0,2.0,1.0,,2.0,1.0,,2.0,18.781286461665854
XX,6.0,1.0,4.0,2.0,E,1.7,61.69,2.0,1.0,1.0,1.0,1.0,,3.0,1.0,,2.0,21.346020761245676
XX,6.0,2.0,4.0,2.0,A   E,1.83,64.41,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,2.0,19.233181044522077
XX,6.0,2.0,4.0,2.0,BC,1.88,104.33,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,2.0,29.518447261204166
