AGE,SEX,EDUC,INCTOT,PERWT
77,2,8,18000,6200
71,1,10,33800,2200
76,1,11,56500,8100
41,1,8,47900,7300
60,2,11,129000,31400
34,1,10,53000,1600
68,1,6,35600,5200
55,2,11,304000,3500
69,1,2,19800,21200
77,2,10,93300,8100
30,1,8,4300,6900
74,2,6,8800,5000
74,1,6,36200,4900
63,1,6,160,7500
35,2,6,50000,2600
38,2,10,200000,31400
39,1,6,6700,7600
55,1,6,51000,17900
41,1,7,75000,7600
59,2,10,100000,11000
73,2,11,93000,4800
58,2,11,31500,29300
36,1,6,38000,9800
64,1,6,21000,6800
54,1,10,100000,18700
80,2,11,3300,3300
79,1,7,27800,1500
69,2,10,37000,5500
73,2,10,7300,5100
48,2,1,75000,12900
31,2,10,30000,10600
39,2,10,22000,13800
57,2,10,100000,12600
54,1,11,75000,7800
64,1,6,18600,5700
87,1,11,24000,2500
40,2,11,86000,6000
26,2,10,50000,14100
82,2,11,48300,7400
26,1,8,87000,23200
42,1,11,100000,6600
32,2,8,65000,2000
34,1,6,124000,25700
74,2,8,62600,5500
67,1,7,14400,9500
65,1,6,50000,30400
62,1,8,78000,10800
57,1,6,23000,5600
87,1,6,36000,3600
44,2,11,30000,12400
36,1,8,40000,43000
75,1,6,10000,800
60,1,11,150000,10600
35,2,7,30000,10400
37,1,10,45000,9600
75,2,6,11200,3900
39,2,6,30200,21600
61,1,6,80000,6600
43,2,10,89000,10400
58,2,2,34000,24500
57,1,11,167000,6900
30,2,8,18000,5700
81,2,6,900,5100
63,2,8,27800,14100
49,1,6,32000,9900
71,2,1,18100,5100
33,1,11,86000,4800
55,1,6,7900,8500
77,1,6,53300,2800
47,1,6,85000,4800
69,1,2,11900,41900
43,2,10,61000,3700
32,1,1,40800,14800
37,2,10,106000,36600
87,2,6,20000,1600
42,1,6,90000,11500
36,2,10,14400,19600
68,2,8,157800,3400
27,2,8,5000,1800
52,1,11,155000,4200
48,2,10,27000,7700
28,2,6,55300,21700
59,1,10,601000,6800
52,2,11,100000,15400
83,2,6,10200,1300
34,1,6,1200,9800
33,2,10,40000,7600
82,1,6,60100,3600
67,1,6,28200,19000
70,1,10,8000,9800
67,1,6,60000,4500
26,2,10,28000,38600
76,1,6,40000,1600
69,2,6,39000,5300
52,2,11,20000,4400
62,1,10,12500,5100
50,1,6,30000,12500
40,2,8,85000,6900
69,1,8,92600,15000
57,2,10,29700,5200
67,1,8,250000,4900
25,1,8,31000,20200
69,2,10,87900,9900
41,1,6,50000,5300
76,1,8,35400,3000
58,1,5,265000,6500
63,2,6,23900,2500
32,2,6,40000,21100
41,2,10,114300,9100
44,2,11,40000,5100
49,2,7,100200,8600
72,1,10,482800,6000
47,2,7,16800,25500
33,2,10,52000,1100
43,2,7,50000,9400
33,1,8,36000,22700
69,1,8,101100,8000
74,1,6,51800,5100
25,1,7,10500,7900
47,2,8,100000,24700
82,2,8,19930,8700
75,2,6,44000,14000
42,2,11,120000,15100
54,2,6,33300,11900
35,2,6,20000,11000
34,2,8,1700,6300
78,1,6,43000,29700
40,2,8,600,9900
37,1,6,13100,1400
30,1,10,53000,11000
66,1,6,15400,3600
52,1,11,175100,6000
36,1,7,15000,7000
47,2,10,108000,24100
64,2,8,8000,2800
38,2,10,155000,2600
34,2,10,40000,6200
31,2,11,81000,8200
25,2,6,69000,1300
77,1,10,35000,2000
60,2,8,154000,14700
40,2,11,60000,5300
65,2,7,70000,4400
63,2,6,3400,11600
45,1,11,96500,8200
74,1,2,1600,9200
49,1,11,85000,7000
54,2,6,37000,16200
71,2,11,72000,5500
95,2,6,9900,9300
44,1,7,75000,15600
82,1,11,415900,10300
33,1,10,100000,29800
51,1,8,107000,5500
46,1,0,100000,3000
56,1,6,65000,8300
43,2,10,100000,11800
89,1,6,10000,4600
36,2,6,400,22000
69,1,6,8200,1400
86,2,10,12000,2900
58,1,8,65000,19800
49,2,10,82100,7100
33,2,10,35000,6500
37,2,11,90000,3400
62,1,7,35000,10200
62,1,6,19000,800
62,2,7,90000,15400
54,2,6,46000,6500
61,1,6,21800,3500
33,1,10,185000,6200
64,2,6,890,7800
72,2,6,13000,3600
54,1,11,594000,33400
60,1,6,4500,1400
50,1,6,58000,6800
30,1,6,75000,6100
82,2,0,34500,5400
77,1,6,30600,3600
33,1,6,5900,7200
62,2,8,31200,4800
67,1,6,56000,7000
35,2,8,38000,10100
77,1,8,28600,2300
35,2,8,70000,7700
56,2,11,143000,7200
79,1,11,172000,2700
62,2,10,71800,7500
34,2,8,36000,39200
63,1,6,31600,2400
73,1,10,176100,8300
62,1,4,96000,6000
63,1,6,4100,2000
43,1,8,80000,8300
66,2,10,32200,10300
64,1,11,65800,7300
63,1,6,55000,11600
45,2,10,297000,4400
47,2,6,42700,6400
63,2,8,2600,3600
62,2,6,76000,6600
49,1,8,72000,11300
65,2,7,18600,1900
49,1,6,96000,16700
35,1,10,50000,25600
71,1,6,49100,18700
88,2,2,18900,2900
57,1,6,105000,1400
76,2,6,32000,8800
67,1,11,365000,10300
39,1,10,79000,3300
30,2,6,43500,2900
58,1,8,140200,11700
54,2,11,78500,12800
29,1,10,35000,10000
53,1,6,18100,5600
67,2,6,26000,11300
66,1,6,89700,4800
52,2,8,44000,4400
89,2,6,10400,5400
30,2,7,36500,57100
42,2,6,12000,9700
33,2,7,57000,5700
31,2,8,49900,2800
29,2,10,30000,9500
71,1,6,10400,3100
71,1,6,44600,6600
77,2,7,18800,6400
78,2,6,1400,18400
80,2,7,15500,5300
67,2,6,20670,7200
70,1,11,647400,7700
46,1,10,50000,7800
79,2,7,16400,6100
30,1,6,49000,12100
37,1,6,12000,23500
66,1,6,11200,19000
80,2,10,30140,7500
33,2,6,38000,42600
81,1,11,20700,5100
49,2,8,35000,29800
63,1,6,33000,8500
25,2,10,20000,8000
59,2,11,65000,4900
49,1,10,45000,6200
86,2,6,8400,4100
36,2,11,65000,6700
26,2,8,19200,8200
25,1,10,53000,11200
45,2,7,50000,7400
62,1,6,24000,5000
85,2,6,8200,9700
42,2,10,6000,36400
33,1,7,90000,2500
49,1,6,26000,19400
55,2,6,9500,33100
58,2,10,43600,5600
59,2,8,85000,5200
72,1,10,43600,11800
65,1,10,35000,7000
37,1,3,10940,10600
57,1,6,47000,3400
39,1,6,50000,5300
39,1,11,88500,4900
28,1,7,38000,8700
44,1,8,68930,800
28,2,10,50000,7800
35,2,6,36500,4200
33,2,10,15000,5300
82,2,6,1700,6400
71,1,10,98000,4700
45,2,10,50000,12300
53,1,10,84000,9200
35,2,11,14000,5300
76,2,6,24800,5500
69,1,7,96200,6700
48,1,6,16900,6900
70,2,6,9900,7900
35,1,6,57000,6100
47,2,6,20000,7600
40,2,10,140000,4200
63,2,10,78000,1400
74,1,7,31900,5800
32,1,6,46500,11500
61,1,7,101000,4100
67,2,6,12000,9000
76,2,11,29900,1400
57,2,11,57000,1300
74,1,10,25300,6200
65,1,6,24200,3400
68,2,1,30000,7300
34,1,6,90000,1900
34,1,10,127900,7000
37,1,6,5000,20400
59,1,6,18000,11700
55,2,10,160000,9100
57,1,10,180000,19700
60,2,8,81300,6000
32,1,7,85000,12100
77,2,6,23000,7000
83,1,10,158300,21600
32,2,6,42000,13100
32,2,6,72000,3700
47,1,6,20,5200
66,2,5,11800,17200
60,2,7,22100,18900
42,2,10,50000,6900
64,2,11,5000,1700
60,1,6,22000,1200
27,2,0,10900,200
54,1,6,26000,14800
26,1,10,12500,11100
63,1,10,97000,6000
35,1,6,12000,26800
83,2,6,25800,1700
64,2,6,50000,7500
57,1,6,80170,7000
52,1,11,96000,6700
58,2,10,110000,20200
26,1,6,1000,6100
57,2,8,5000,25600
75,2,11,21600,8400
77,2,6,49200,7200
70,2,6,22800,4400
56,1,10,379000,7100
78,2,6,52700,5700
49,1,11,248000,6400
50,2,8,36500,10800
40,1,11,200000,6200
64,2,11,58500,2800
69,1,11,292900,6500
50,2,7,1200,9400
61,2,7,50000,27400
31,1,6,14700,7500
32,2,11,70000,10100
80,1,6,20000,1300
75,1,6,56000,4900
76,1,2,46000,9400
44,1,11,60000,9400
74,1,11,45400,4500
56,1,6,250,43500
43,2,7,60000,13900
58,1,6,20400,8300
61,1,6,12900,1800
29,2,11,89000,3100
80,1,11,42800,21000
73,1,6,15600,15000
51,2,6,47000,4700
77,1,11,221200,11700
45,1,6,24000,6600
76,2,8,12000,28800
53,1,11,87000,7600
29,1,10,78000,12400
78,1,10,69200,10400
90,2,10,32700,5900
43,2,0,16000,4900
72,2,2,7100,14100
74,2,8,24100,5200
39,2,10,20000,10800
65,2,8,67000,3100
52,1,10,130000,4900
77,1,11,474000,5200
45,1,10,32000,10300
46,2,8,12000,13900
28,1,10,60000,4400
37,1,10,130800,12000
63,2,10,114000,8000
40,2,10,70000,1300
70,1,11,11500,3900
78,2,10,30800,5600
59,1,6,73000,11900
67,2,6,9600,2100
58,1,7,40000,8100
46,2,10,59000,26500
48,2,7,30000,22300
40,2,7,6600,8000
77,2,6,8200,5700
61,1,7,56950,7200
33,2,11,45000,9300
81,2,7,62200,4000
63,2,6,381000,1800
60,2,10,220000,5600
26,2,7,20000,24800
51,2,6,46300,5100
80,2,10,41500,5000
52,2,6,45700,40000
69,2,11,290000,3100
32,1,11,52000,13100
66,1,10,67000,6600
71,1,11,112400,3400
40,1,7,170000,2000
76,1,11,24000,9600
59,1,10,250000,12200
58,1,6,17400,7400
59,2,11,45000,23700
81,2,7,103000,10500
63,2,11,90900,8100
86,1,0,221400,10700
65,1,10,52930,7900
65,2,11,1600,5900
64,1,10,172400,5100
67,2,6,14000,4800
68,1,10,56760,8600
40,2,11,160000,1000
64,1,10,40000,6400
59,1,6,26400,2200
79,1,6,1700,9200
66,2,10,78500,4500
46,1,10,130000,16300
47,2,10,54000,2300
29,2,10,48090,17600
77,2,6,15770,8000
66,2,11,9000,7000
44,2,7,50000,2700
50,2,7,5600,11500
77,2,10,23200,3100
30,2,10,230020,12200
72,2,10,12000,4700
62,1,11,3500,27900
45,1,7,105000,10600
41,1,10,120000,17300
29,2,6,48500,8700
65,1,11,176800,5700
45,2,11,5000,8300
65,2,10,5700,5000
28,2,7,60000,18300
43,1,11,68000,6700
38,2,6,75000,10800
68,2,6,5200,6000
49,2,11,144000,1200
42,1,7,168000,6900
83,1,6,45200,2000
84,1,11,401900,3000
45,2,6,46500,9000
83,1,7,56100,9100
33,1,6,43700,7300
78,2,11,1700,8700
70,1,10,396000,7700
25,1,7,52000,37000
46,1,8,400,1700
66,2,8,28700,6600
90,1,11,14400,1400
76,2,10,348700,4700
73,2,6,41500,9900
78,1,11,35100,3300
68,2,6,10800,7000
77,1,10,42000,9400
72,1,10,59700,5300
58,1,11,12000,5200
58,1,6,30000,9200
28,1,10,78000,9700
55,1,10,64000,9200
59,2,8,3000,3800
77,2,10,24000,5900
48,2,10,62700,3900
51,1,2,126000,8600
61,1,10,60000,34100
75,2,6,13800,2300
26,1,10,2500,700
69,2,10,15000,4500
53,2,11,85000,14100
41,1,6,24000,11200
68,1,6,19000,1200
57,2,8,85000,9200
29,1,10,20000,6900
67,2,6,6000,5300
75,2,6,13400,7900
70,2,8,45000,5000
74,2,6,7150,11400
57,1,6,32500,3600
64,2,8,9600,2800
25,2,10,55000,6600
77,1,11,77400,2500
27,2,10,800,5700
29,1,2,15000,6900
29,2,10,86000,8000
65,2,6,48000,5900
52,1,6,60000,8500
37,2,11,96000,9400
67,2,10,94000,18500
26,2,7,33800,33300
47,1,6,125000,5100
32,2,10,56000,12100
63,2,6,86000,21700
78,1,6,57600,6600
39,2,6,35000,7500
50,2,6,34000,6100
57,2,6,3800,1700
56,1,10,374000,18000
65,2,8,11300,5700
41,2,6,26000,5700
84,2,6,32400,4800
55,2,11,90000,8700
43,1,8,106100,11200
38,2,11,64000,6500
74,2,8,68600,7400
38,2,8,69000,4700
36,2,8,70000,5400
49,2,10,105000,4000
69,2,11,22500,4600
72,1,11,58600,6600
64,2,8,37400,6200
79,1,6,367600,11300
27,1,8,32000,15400
51,1,6,90000,7200
28,1,11,91220,13400
59,2,10,99000,7500
26,1,8,60000,2600
48,1,0,50000,1600
47,1,7,72000,2600
25,2,6,15000,51900
68,1,10,100600,1500
48,2,6,62100,2800
36,2,7,66000,18500
37,1,8,158000,9400
48,1,11,257000,20100
61,2,8,20000,3600
50,1,8,36000,3800
84,1,6,38600,3500
40,1,10,126700,44700
51,1,10,40000,1900
45,1,8,81400,6500
27,1,6,38600,27400
52,1,6,6100,300
76,1,6,16000,13000
65,2,2,20100,1200
82,1,10,24500,9200
43,2,11,136000,12800
78,2,1,14500,11000
35,2,10,48900,16400
43,1,6,4300,10700
34,2,10,80000,4500
70,2,6,52000,4200
43,1,11,135000,12500
68,2,7,12850,600
26,2,11,80000,3200
48,2,8,36000,10400
79,2,6,22300,4600
65,1,10,49000,7400
27,1,6,48900,11200
28,1,7,45500,56900
60,2,10,20400,9600
90,2,6,40000,6600
63,2,10,46500,7700
62,1,10,64000,4400
26,2,6,14000,6200
64,2,11,84500,10200
54,2,11,145000,6600
56,2,6,49900,13400
57,1,6,8600,1300
51,1,6,20000,5300
38,1,7,20000,8100
81,2,6,14600,9300
51,2,7,19000,12100
68,1,10,84000,6100
50,1,6,50000,16300
86,2,6,243900,9800
59,2,6,5000,8900
68,2,10,24300,5800
55,2,8,38400,16800
63,1,11,210000,3300
74,1,6,25100,6000
81,1,7,25900,4800
69,1,7,35000,9000
66,1,10,420000,12100
25,1,10,9400,10000
64,1,6,78900,11100
67,2,8,35100,6000
36,2,7,4580,8600
66,2,8,115100,10000
67,2,11,6000,8300
70,1,11,74000,4400
55,2,10,60500,7900
44,2,8,12000,4300
65,2,6,5400,11000
55,1,6,45900,1900
74,1,6,142300,6500
52,2,7,45000,21900
65,1,6,80000,38000
60,1,7,5000,500
64,2,10,8900,25600
32,2,6,2200,3100
58,1,4,100,11500
50,2,10,70000,4200
82,1,6,24000,700
39,2,8,122800,31200
65,2,6,9600,1600
69,2,11,177000,3500
70,1,8,448000,2500
65,2,6,51100,17000
36,1,11,182250,13200
32,2,8,28000,2300
34,2,8,11600,8000
37,2,6,14000,44700
51,1,10,180000,6300
76,2,4,9200,2100
41,1,7,47000,6000
57,2,6,110000,7700
62,2,6,16300,4200
68,1,6,25600,1600
36,2,10,37300,6500
37,1,10,50000,9500
41,1,10,60000,11400
83,1,11,121400,12600
71,1,6,47150,6100
69,1,8,29200,1700
36,1,10,90000,5800
42,1,6,39000,12500
69,1,6,52900,5900
38,1,6,33000,7200
71,1,6,2000,5500
37,2,6,200,1700
60,2,6,29000,4900
71,1,6,33000,19600
41,2,11,75000,8100
27,2,8,40000,11500
51,1,6,65000,1900
39,1,10,130500,20500
63,2,10,29000,1700
25,2,10,2100,15600
41,2,11,106600,7200
37,1,10,114200,1700
75,1,11,80000,39300
69,2,10,36000,2000
94,2,10,71200,17300
31,1,6,45000,19600
75,1,0,1500,7000
38,2,6,28100,11000
84,2,6,36000,3700
32,2,10,50000,10100
66,1,10,69000,9400
74,1,7,52000,2800
61,2,7,8300,7600
31,2,6,12000,14000
50,2,6,13000,12200
46,1,11,159000,11900
52,2,8,150000,10800
50,1,10,60000,9100
72,1,6,49500,4600
95,2,11,51300,7000
76,1,11,59000,8500
78,1,11,74500,4600
49,1,6,79000,4900
37,1,6,26400,15000
27,1,10,41000,5800
69,1,6,29000,5600
33,1,10,29000,12000
30,1,6,65000,3900
38,1,8,99000,5200
49,1,8,100000,3200
73,1,7,62900,7700
70,1,6,11600,42000
58,2,8,84000,5800
76,1,6,39800,5800
25,2,10,120000,11500
54,1,10,36900,9900
26,1,8,30000,22500
35,1,10,76750,8300
83,2,7,64300,13000
39,2,10,30000,7800
61,2,6,36000,6400
65,2,8,30300,12000
71,2,7,13000,5100
71,2,6,6700,9000
94,1,6,18100,7100
38,1,6,58000,4400
60,2,6,12400,5100
55,2,7,65000,18100
33,2,6,7000,4700
38,2,10,124000,1800
26,1,7,8000,8000
62,2,6,15200,47900
41,2,11,474000,7900
30,1,6,67000,6200
76,2,6,11000,5400
47,2,10,78000,6100
65,1,6,15600,17400
53,1,6,65000,5800
80,2,11,97000,4800
71,2,6,39400,10200
73,2,6,14100,9400
63,1,6,59100,17100
29,1,10,69600,3700
65,2,11,70000,38000
49,1,11,30000,3000
63,2,10,14300,5000
38,2,7,35000,27000
44,1,7,140000,40800
30,1,6,92000,9300
31,2,6,18400,11900
60,2,6,14900,9700
37,1,6,12000,4800
73,1,7,108500,900
36,2,11,80000,5300
41,2,10,120000,6700
56,2,6,21000,800
35,2,6,60000,14800
69,1,6,45400,4900
43,2,6,26000,25300
39,1,7,34400,5000
60,1,7,35000,11300
45,1,6,12000,7500
69,2,6,46500,1300
30,1,10,54010,10900
39,2,6,10000,5900
60,2,10,60000,11200
36,2,10,95000,5000
67,1,6,25800,8200
70,2,8,58700,9000
56,2,10,31000,6700
73,2,6,35600,2300
55,2,7,7000,29300
39,1,10,250000,14500
62,1,6,28000,11000
26,1,6,33000,12600
46,1,6,12000,8900
41,2,11,106600,5300
31,1,6,55000,4600
71,2,10,10400,8600
43,2,11,190000,14100
63,1,11,30000,17600
64,2,7,20200,19200
69,1,11,123800,5300
60,1,6,20300,7900
33,2,10,50000,29700
94,1,11,537000,7200
25,1,7,9000,10700
32,1,10,65000,10300
74,1,11,56800,900
28,1,10,98000,4200
53,2,10,208000,19100
41,1,6,20000,9400
64,2,7,31700,4800
70,1,10,67910,4000
35,1,10,152000,10900
71,1,11,96800,7100
59,2,11,9700,11800
37,1,7,165000,4500
43,2,8,28000,30200
35,1,6,50000,1600
52,1,6,1200,11200
68,2,10,108000,26100
38,2,7,24100,1200
81,2,7,39800,10400
38,1,6,65000,16700
63,1,6,23200,6500
69,2,8,9000,5800
77,1,6,37100,700
67,2,10,45100,5400
55,1,6,60000,3600
74,2,10,91200,12300
75,2,6,24800,35200
34,1,10,92000,4800
82,1,6,56700,3900
72,1,10,60000,12200
47,1,11,589000,5700
69,2,6,30000,1800
63,2,5,15800,1100
27,2,10,81290,7700
61,1,6,46700,11000
41,2,2,56000,16500
34,2,11,65000,900
32,1,7,48000,8700
59,1,6,20400,8900
47,2,0,3000,7500
49,1,11,90000,14700
74,2,10,2200,9700
37,1,6,94000,4400
62,2,6,66000,5900
63,1,10,71300,6700
76,1,11,110000,5500
74,2,10,50000,5900
41,2,7,38000,3800
40,2,11,24000,33900
67,2,6,20700,1700
32,1,11,68000,9100
71,1,6,33600,7000
48,1,10,100000,6800
49,1,7,30000,5700
69,1,8,31000,4900
31,1,10,105000,4100
69,2,6,68100,900
59,2,6,2900,16200
76,1,10,24000,6100
59,2,10,90000,13100
52,1,6,360,1200
63,2,0,10000,20900
57,1,8,17600,6300
49,2,7,13000,17400
31,1,11,90000,6500
66,1,6,50250,4300
88,1,6,56700,6100
62,1,11,14000,20300
41,1,10,17000,19100
71,2,7,82100,1300
46,2,10,6000,11100
30,1,7,64000,12700
42,2,7,26000,7000
46,2,10,50000,7500
94,2,2,13000,20700
61,2,11,508000,10800
43,2,7,100000,22400
40,1,8,122000,17400
38,1,8,44000,14800
93,2,4,2000,5700
27,2,6,15000,6300
40,1,6,1200,13200
72,2,11,45700,6200
46,2,6,47800,8000
34,1,8,5000,11700
58,2,7,54000,8100
78,1,6,31800,10500
87,2,7,50000,11600
27,1,11,32600,4700
70,2,2,17100,6300
59,2,11,60000,8600
51,1,11,590000,10900
54,1,10,147400,11000
64,1,11,247400,11000
45,2,11,69000,14600
28,2,10,20000,10400
30,1,8,90000,12300
49,2,10,850,21300
77,2,6,1700,2200
45,1,6,120000,15700
57,2,8,70000,5700
63,1,8,101000,18600
40,2,6,10000,3200
34,2,10,85000,14700
55,1,6,82000,2900
65,2,10,49600,5400
56,2,10,24500,35700
82,2,6,29600,4700
42,2,10,43640,5600
48,1,6,75000,7300
68,1,11,85600,5800
34,2,0,15020,8600
52,2,8,58000,6500
41,2,7,70000,5600
29,1,6,25000,16900
48,1,6,53000,10100
62,1,10,25000,1700
27,2,10,21000,9800
58,1,6,50000,12300
33,2,10,58000,4800
25,1,6,37400,7700
52,1,6,127000,3100
71,2,6,26300,4400
71,2,5,21260,12900
62,1,6,12700,7900
62,2,11,79000,8200
87,1,6,201000,5800
83,1,11,68900,6200
82,2,5,53400,3900
66,2,8,76700,2200
60,1,7,43400,7400
69,2,8,20200,3300
69,1,6,47800,15500
34,1,10,100000,6400
28,1,11,100000,6600
57,1,8,10000,9300
81,2,10,67000,5200
85,2,8,19500,13700
37,1,7,45000,20800
38,2,6,51200,6900
94,2,6,191400,6600
33,1,2,34000,20400
78,2,6,38200,7000
39,1,6,87000,11200
46,2,10,90000,17200
47,2,10,90000,16800
34,2,10,20610,12600
59,1,6,8000,6500
66,2,11,44400,10000
34,1,10,100000,7500
42,2,6,56000,7100
93,2,6,4800,13500
60,1,6,65000,3000
72,2,6,62000,4300
59,1,6,7500,5900
60,1,10,120000,3200
51,2,6,35000,4800
58,2,3,25000,19100
50,2,6,8600,7700
49,2,10,78000,2600
52,2,11,291000,5000
39,2,10,42000,10700
50,2,11,27500,5200
54,1,6,20000,7200
44,1,8,114800,1900
58,1,6,9500,1100
62,2,10,45000,5400
57,1,6,58400,5200
39,1,10,335000,7500
43,1,11,171000,7700
56,2,8,50000,14800
46,1,10,80000,6700
28,1,6,20000,4300
85,1,7,97400,2300
49,1,6,145000,38700
30,2,10,15000,5300
72,2,10,66500,8200
76,2,6,18100,1300
50,2,10,89000,10700
69,1,11,28800,4600
41,2,10,700,5000
61,1,10,335000,7400
34,2,10,90000,15900
43,2,11,6000,9400
43,2,10,60000,3800
48,1,6,80000,1600
72,1,11,189800,2200
39,2,7,39600,22400
39,1,11,1900,5000
50,2,10,16100,15400
60,1,10,100000,11900
48,2,11,64000,17500
68,1,6,88200,2600
39,1,7,60000,8000
41,1,11,79000,16800
49,1,6,43000,3400
42,2,11,45000,7200
33,2,11,90000,6400
79,2,6,13600,2600
71,2,11,92000,6600
68,2,7,18800,6500
50,2,7,40000,13300
35,2,6,18000,8700
58,1,6,39500,5000
42,1,6,60000,5000
65,2,11,59200,4800
61,2,6,44000,8800
31,2,11,4000,24900
73,1,6,110280,5800
64,1,11,200300,7900
46,2,6,80000,2700
68,1,6,12000,4000
37,2,11,484000,16300
63,2,10,132000,5600
59,2,7,26000,13700
37,2,10,68000,4800
61,2,7,55000,11500
51,2,10,42000,6100
48,1,6,14000,200
38,1,10,144000,9000
58,1,7,104000,2800
46,2,6,26000,900
47,2,6,65300,15000
39,2,6,12500,19900
55,2,11,45000,8000
77,2,8,108700,5000
31,1,6,51000,1600
35,1,11,567000,9500
81,2,11,41000,9200
36,1,7,31600,3400
66,1,0,24000,4200
69,1,6,31800,7400
67,2,6,20400,2100
56,2,8,75000,36400
65,2,8,45000,9700
30,1,6,37400,5300
29,2,11,77000,9100
70,1,6,24500,4000
63,1,6,86000,5800
35,1,11,80000,11100
76,1,6,13030,6800
48,2,6,70000,1800
42,2,10,70000,40000
82,2,10,22000,6400
75,1,7,60900,7300
32,1,4,35000,6800
45,2,7,21100,5500
71,1,6,6700,1300
34,2,6,6600,7600
33,1,7,12000,1200
67,1,10,57000,5800
67,1,6,131200,5900
27,1,6,5000,7000
61,1,7,53000,5500
87,2,6,44500,8400
45,1,6,11000,1100
41,1,8,40000,9000
29,2,7,80000,4500
36,2,10,93000,5100
50,1,7,160000,2600
59,2,2,20000,2100
27,1,7,76000,6900
73,1,6,34000,9900
46,2,8,75000,3300
61,1,8,130000,3800
52,1,6,26500,11800
27,2,11,40000,1300
88,1,10,97000,6100
62,2,8,20000,1200
88,2,10,51000,4300
79,1,10,74830,5900
84,2,6,79200,6400
79,2,6,15100,7500
52,1,6,100000,3200
57,2,6,20000,7000
85,1,4,24920,8100
30,2,7,9200,7300
41,2,6,53000,8900
41,1,6,34200,12100
29,1,6,52000,3800
62,1,6,21400,20700
38,2,6,28000,43300
43,1,0,5000,19100
62,2,7,38000,15700
59,2,6,21000,2800
68,2,6,10800,11200
58,2,8,103000,7400
77,2,6,24600,6400
50,1,6,45000,4600
40,2,11,95000,25000
81,2,6,99000,7200
51,2,10,70000,4300
50,2,6,86000,13100
71,1,6,32900,4300
67,2,11,68000,4700
50,2,10,11900,3300
32,1,7,55000,4900
39,1,7,41000,7400
64,2,10,500,4800
34,1,10,13700,7400
70,2,11,241000,4100
53,1,6,100000,5600
74,2,6,48600,6500
41,1,6,4500,10200
64,2,7,120000,8300
29,1,8,56840,67400
63,1,11,157100,11700
35,1,7,85000,12100
65,1,6,13200,7200
43,2,6,41000,21700
53,2,11,200000,7800
44,2,6,20000,15700
82,1,0,35100,9300
64,1,0,92500,6300
70,2,6,85600,5100
27,2,6,20000,7800
67,1,11,42000,2400
39,2,11,85000,7700
51,1,7,72000,7600
38,1,6,14000,6300
59,1,6,55050,3200
62,1,5,38000,21100
41,2,5,1500,15100
64,1,11,240000,5900
76,1,7,82900,3400
35,1,10,89000,6200
44,1,6,80000,13300
69,2,8,26200,8700
63,1,8,75000,1600
28,2,10,65000,24200
59,1,6,42000,4800
26,1,7,18500,12500
34,1,7,91000,4100
52,2,10,60000,12800
37,1,7,40000,8400
61,1,10,40000,8600
74,1,10,3800,11800
72,2,10,1500,13900
72,2,8,3000,6200
58,1,11,160000,11700
75,1,11,92300,5700
64,2,6,250500,31900
65,2,6,10100,1000
75,2,10,15000,5300
61,1,6,94700,3000
69,1,6,3220,4000
28,2,11,64000,7300
56,1,10,32000,7000
36,2,10,16800,20300
53,2,8,14000,11500
40,1,0,20000,18900
28,2,7,19800,20200
34,2,10,53000,7200
77,2,6,28700,1200
59,2,6,77800,4200
54,1,10,85000,16000
54,2,6,75000,7200
55,1,10,89800,7900
47,1,2,23800,700
32,1,8,25000,6600
61,2,6,33000,8500
68,2,6,23400,6100
40,1,7,70000,5000
53,2,11,10500,15300
35,1,7,98000,5800
52,1,7,11200,32000
50,1,6,170000,5200
74,1,6,68000,2300
41,2,6,22200,12300
84,1,6,46300,22600
71,1,6,23700,3800
26,2,6,12000,1900
46,1,7,115000,2600
30,1,10,265000,8900
72,1,6,33400,3600
63,2,10,11000,2500
63,1,11,97000,3400
52,2,10,110000,3600
62,1,6,125000,7300
26,2,11,64000,7000
57,2,10,50000,8100
52,1,10,63000,9100
40,1,10,110000,10200
31,1,7,9000,20200
76,2,10,32400,6000
25,1,6,30000,5500
58,2,7,12500,14500
52,1,10,53200,4500
34,2,6,54000,15200
33,1,10,232300,4600
58,2,11,413800,8400
53,1,8,140000,32700
72,2,11,92000,5500
58,1,10,81000,5600
57,1,6,95000,11000
60,2,6,47200,6100
59,1,8,80000,1700
25,1,6,65000,3300
26,2,8,30000,14500
73,2,8,3000,8600
63,1,10,60000,4300
89,1,6,52200,2500
38,2,6,43000,8400
31,1,8,90000,2600
64,2,6,85000,21000
70,1,6,138000,1100
28,1,6,19000,5200
25,2,8,640,7500
93,1,6,17400,7900
39,1,10,240000,12300
30,2,11,80000,5500
54,2,7,26000,9200
29,2,8,52000,5700
53,1,10,185000,14100
40,2,11,110000,11400
69,1,10,138100,9600
38,1,6,300,5900
45,2,6,30000,1400
30,2,10,15000,7900
54,2,6,25000,3900
52,1,7,110000,6600
36,1,11,18000,11400
53,1,11,494000,20700
54,2,11,559000,4900
31,1,10,56000,6800
95,2,6,2600,2800
42,1,10,200000,4000
54,2,6,12000,21300
64,1,10,18000,5300
64,1,6,155000,4200
41,2,10,1700,10000
29,2,11,67000,20100
61,2,6,2300,19100
83,2,6,7500,1800
69,1,11,60000,5800
29,1,8,117200,11100
32,2,11,100000,4800
81,2,6,21900,7800
49,1,1,30000,5400
72,2,6,20300,7600
60,2,6,38000,1900
87,1,7,11500,11400
